ID,label
0,4.0
1,0.0
2,0.0
3,1.0
4,0.0
5,0.0
6,0.0
7,0.0
8,3.0
9,0.0
10,0.0
11,3.0
12,0.0
13,0.0
14,1.0
15,3.0
16,3.0
17,1.0
18,3.0
19,1.0
20,1.0
21,1.0
22,0.0
23,0.0
24,1.0
25,0.0
26,0.0
27,3.0
28,0.0
29,0.0
30,3.0
31,0.0
32,0.0
33,1.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,1.0
40,1.0
41,0.0
42,0.0
43,2.0
44,0.0
45,0.0
46,3.0
47,0.0
48,0.0
49,0.0
50,2.0
51,1.0
52,4.0
53,1.0
54,2.0
55,0.0
56,0.0
57,1.0
58,0.0
59,1.0
60,1.0
61,1.0
62,1.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,2.0
69,1.0
70,1.0
71,0.0
72,0.0
73,4.0
74,3.0
75,1.0
76,0.0
77,0.0
78,2.0
79,1.0
80,0.0
81,0.0
82,0.0
83,3.0
84,2.0
85,1.0
86,0.0
87,3.0
88,2.0
89,1.0
90,3.0
91,0.0
92,1.0
93,1.0
94,0.0
95,3.0
96,3.0
97,3.0
98,0.0
99,2.0
100,0.0
101,1.0
102,1.0
103,0.0
104,3.0
105,0.0
106,2.0
107,1.0
108,0.0
109,0.0
110,3.0
111,0.0
112,0.0
113,3.0
114,0.0
115,0.0
116,3.0
117,1.0
118,0.0
119,0.0
120,0.0
121,1.0
122,3.0
123,0.0
124,0.0
125,3.0
126,2.0
127,3.0
128,0.0
129,0.0
130,0.0
131,0.0
132,2.0
133,1.0
134,3.0
135,1.0
136,1.0
137,0.0
138,3.0
139,0.0
140,2.0
141,1.0
142,0.0
143,0.0
144,0.0
145,2.0
146,0.0
147,0.0
148,1.0
149,2.0
150,1.0
151,1.0
152,0.0
153,1.0
154,1.0
155,2.0
156,0.0
157,0.0
158,2.0
159,0.0
160,2.0
161,0.0
162,0.0
163,0.0
164,1.0
165,0.0
166,3.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,2.0
174,0.0
175,3.0
176,0.0
177,1.0
178,0.0
179,2.0
180,0.0
181,0.0
182,0.0
183,1.0
