ID,label
0,4.0
1,0.0
2,3.0
3,1.0
4,0.0
5,0.0
6,1.0
7,2.0
8,1.0
9,0.0
10,0.0
11,2.0
12,0.0
13,0.0
14,0.0
15,3.0
16,0.0
17,2.0
18,0.0
19,1.0
20,2.0
21,0.0
22,0.0
23,0.0
24,1.0
25,0.0
26,0.0
27,3.0
28,0.0
29,1.0
30,3.0
31,1.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,1.0
40,2.0
41,0.0
42,3.0
43,2.0
44,0.0
45,0.0
46,3.0
47,3.0
48,0.0
49,0.0
50,3.0
51,0.0
52,3.0
53,3.0
54,1.0
55,0.0
56,0.0
57,1.0
58,0.0
59,2.0
60,1.0
61,2.0
62,1.0
63,2.0
64,0.0
65,0.0
66,0.0
67,1.0
68,3.0
69,1.0
70,1.0
71,0.0
72,1.0
73,3.0
74,4.0
75,0.0
76,2.0
77,0.0
78,1.0
79,0.0
80,0.0
81,1.0
82,0.0
83,0.0
84,3.0
85,1.0
86,0.0
87,3.0
88,2.0
89,1.0
90,0.0
91,0.0
92,0.0
93,0.0
94,1.0
95,1.0
96,3.0
97,4.0
98,0.0
99,3.0
100,0.0
101,3.0
102,3.0
103,0.0
104,2.0
105,0.0
106,1.0
107,3.0
108,2.0
109,0.0
110,3.0
111,0.0
112,0.0
113,3.0
114,1.0
115,2.0
116,0.0
117,3.0
118,2.0
119,2.0
120,0.0
121,0.0
122,3.0
123,0.0
124,0.0
125,3.0
126,0.0
127,0.0
128,0.0
129,0.0
130,1.0
131,0.0
132,1.0
133,3.0
134,3.0
135,2.0
136,0.0
137,0.0
138,3.0
139,0.0
140,1.0
141,3.0
142,1.0
143,0.0
144,1.0
145,3.0
146,0.0
147,0.0
148,2.0
149,3.0
150,0.0
151,0.0
152,0.0
153,1.0
154,1.0
155,3.0
156,0.0
157,0.0
158,3.0
159,0.0
160,3.0
161,0.0
162,1.0
163,1.0
164,3.0
165,0.0
166,2.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,2.0
174,0.0
175,1.0
176,0.0
177,0.0
178,1.0
179,2.0
180,0.0
181,0.0
182,0.0
183,1.0
