ID,label
0,3.0
1,0.0
2,0.0
3,2.0
4,1.0
5,0.0
6,0.0
7,0.0
8,3.0
9,0.0
10,0.0
11,2.0
12,0.0
13,0.0
14,0.0
15,3.0
16,3.0
17,2.0
18,3.0
19,3.0
20,2.0
21,3.0
22,1.0
23,0.0
24,3.0
25,0.0
26,0.0
27,3.0
28,1.0
29,4.0
30,3.0
31,0.0
32,0.0
33,1.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,2.0
40,3.0
41,0.0
42,0.0
43,3.0
44,0.0
45,0.0
46,3.0
47,2.0
48,0.0
49,0.0
50,2.0
51,1.0
52,1.0
53,3.0
54,1.0
55,0.0
56,1.0
57,2.0
58,0.0
59,1.0
60,2.0
61,3.0
62,2.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,1.0
69,0.0
70,1.0
71,0.0
72,0.0
73,3.0
74,3.0
75,2.0
76,0.0
77,0.0
78,3.0
79,1.0
80,0.0
81,0.0
82,0.0
83,2.0
84,2.0
85,2.0
86,0.0
87,3.0
88,2.0
89,1.0
90,3.0
91,0.0
92,3.0
93,1.0
94,0.0
95,3.0
96,3.0
97,3.0
98,2.0
99,3.0
100,0.0
101,3.0
102,3.0
103,0.0
104,3.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,3.0
111,0.0
112,3.0
113,3.0
114,0.0
115,1.0
116,3.0
117,2.0
118,1.0
119,3.0
120,0.0
121,0.0
122,3.0
123,0.0
124,0.0
125,3.0
126,2.0
127,2.0
128,0.0
129,0.0
130,2.0
131,0.0
132,3.0
133,3.0
134,0.0
135,3.0
136,0.0
137,0.0
138,3.0
139,0.0
140,1.0
141,1.0
142,3.0
143,1.0
144,0.0
145,3.0
146,0.0
147,0.0
148,3.0
149,1.0
150,1.0
151,0.0
152,0.0
153,3.0
154,3.0
155,0.0
156,0.0
157,0.0
158,2.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,3.0
165,0.0
166,3.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,1.0
173,2.0
174,0.0
175,2.0
176,0.0
177,3.0
178,0.0
179,3.0
180,0.0
181,0.0
182,0.0
183,2.0
