ID,label
0,2.0
1,0.0
2,0.0
3,1.0
4,0.0
5,0.0
6,0.0
7,1.0
8,1.0
9,0.0
10,0.0
11,3.0
12,0.0
13,0.0
14,0.0
15,2.0
16,3.0
17,2.0
18,3.0
19,2.0
20,1.0
21,2.0
22,0.0
23,0.0
24,3.0
25,0.0
26,0.0
27,2.0
28,0.0
29,2.0
30,1.0
31,0.0
32,0.0
33,1.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,1.0
40,2.0
41,0.0
42,1.0
43,0.0
44,0.0
45,0.0
46,1.0
47,1.0
48,0.0
49,1.0
50,2.0
51,1.0
52,1.0
53,3.0
54,1.0
55,0.0
56,1.0
57,1.0
58,0.0
59,1.0
60,3.0
61,3.0
62,2.0
63,0.0
64,0.0
65,0.0
66,0.0
67,1.0
68,3.0
69,1.0
70,1.0
71,0.0
72,0.0
73,3.0
74,3.0
75,0.0
76,1.0
77,0.0
78,2.0
79,1.0
80,0.0
81,0.0
82,0.0
83,1.0
84,1.0
85,3.0
86,0.0
87,2.0
88,1.0
89,1.0
90,4.0
91,0.0
92,3.0
93,1.0
94,0.0
95,3.0
96,3.0
97,3.0
98,1.0
99,2.0
100,0.0
101,1.0
102,2.0
103,0.0
104,3.0
105,0.0
106,3.0
107,0.0
108,0.0
109,1.0
110,2.0
111,0.0
112,0.0
113,1.0
114,1.0
115,1.0
116,1.0
117,1.0
118,0.0
119,3.0
120,0.0
121,0.0
122,3.0
123,0.0
124,1.0
125,0.0
126,0.0
127,1.0
128,0.0
129,0.0
130,0.0
131,0.0
132,2.0
133,1.0
134,1.0
135,1.0
136,0.0
137,0.0
138,4.0
139,0.0
140,2.0
141,1.0
142,3.0
143,1.0
144,0.0
145,2.0
146,0.0
147,0.0
148,2.0
149,3.0
150,0.0
151,0.0
152,0.0
153,3.0
154,3.0
155,2.0
156,0.0
157,0.0
158,2.0
159,0.0
160,3.0
161,0.0
162,0.0
163,2.0
164,2.0
165,0.0
166,3.0
167,0.0
168,0.0
169,0.0
170,2.0
171,0.0
172,0.0
173,4.0
174,0.0
175,2.0
176,0.0
177,1.0
178,0.0
179,2.0
180,0.0
181,0.0
182,0.0
183,0.0
