ID,label
0,3
1,0
2,0
3,1
4,0
5,0
6,0
7,0
8,1
9,0
10,0
11,2
12,0
13,0
14,1
15,3
16,3
17,3
18,3
19,3
20,1
21,1
22,3
23,0
24,2
25,0
26,0
27,3
28,0
29,0
30,3
31,0
32,0
33,1
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,1
47,1
48,0
49,0
50,2
51,1
52,0
53,2
54,1
55,0
56,1
57,1
58,0
59,0
60,2
61,3
62,1
63,0
64,0
65,0
66,0
67,0
68,1
69,0
70,1
71,0
72,0
73,2
74,3
75,0
76,0
77,0
78,1
79,1
80,0
81,0
82,0
83,3
84,3
85,1
86,0
87,2
88,0
89,1
90,3
91,0
92,1
93,0
94,0
95,3
96,3
97,3
98,0
99,3
100,0
101,1
102,3
103,0
104,2
105,0
106,0
107,0
108,0
109,1
110,1
111,0
112,3
113,0
114,1
115,1
116,0
117,1
118,0
119,0
120,0
121,0
122,3
123,0
124,0
125,1
126,1
127,3
128,0
129,0
130,0
131,0
132,2
133,1
134,2
135,0
136,0
137,0
138,2
139,0
140,1
141,1
142,0
143,0
144,0
145,3
146,0
147,0
148,1
149,1
150,1
151,0
152,0
153,3
154,3
155,2
156,0
157,0
158,3
159,0
160,3
161,0
162,0
163,0
164,1
165,0
166,3
167,0
168,0
169,0
170,1
171,0
172,0
173,0
174,0
175,3
176,0
177,1
178,1
179,2
180,0
181,0
182,0
183,3
